,Scaffold,Closer,Accession,Status,VC,Level,Weight,Host,BaltimoreGroup,Realm,Kingdom,Phylum,Class,Order,Family,Subfamily,Genus
1199,vOTU_204,Bacteriophage sp.,LT985573,Clustered,VC_274_0,1C1,57,Unspecified,Unclassified,Unclassified,n.a.,n.a.,n.a.,n.a.,Unclassified,Unclassified,Unclassified
652,vOTU_205,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
653,vOTU_206,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
654,vOTU_207,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1412,vOTU_208,Klebsiella phage ST11-VIM1phi8.1,MK448233,Outlier,n.a.,1N1,43,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
655,vOTU_209,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1200,vOTU_21,Klebsiella phage ST846-OXA48phi9.2,MK416022,Clustered,VC_220_0,1C1,99,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
1201,vOTU_210,Klebsiella phage Kp4866-6,OK490421,Clustered,VC_57_0,1C1,38,Klebsiella,Unclassified,Unclassified,n.a.,n.a.,n.a.,n.a.,Unclassified,Unclassified,Unclassified
656,vOTU_211,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1413,vOTU_212,Stx converting phage vB_EcoS_P27,KU238067,Outlier,n.a.,1N2,47,Unspecified,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1202,vOTU_213,Serratia phage vB_SspM_BZS1,MT843275,Clustered,VC_219_0,1C4,48,Serratia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified,Unclassified
1414,vOTU_214,Bifidobacterium phage Bbif-1,GQ141189,Outlier,n.a.,1N3,65,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
657,vOTU_215,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1415,vOTU_216,Phage DP SC_6_H4_2017,MT121964,Outlier,n.a.,1N1,2,Unspecified,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
658,vOTU_217,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1203,vOTU_218,Klebsiella phage ST11-OXA48phi15.1,MK433579,Clustered,VC_217_0,1C1,58,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified,Unclassified
1204,vOTU_219,Paenibacillus phage PG1,HQ332138,Clustered,VC_496_0,1C2,7,Paenibacillus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
1416,vOTU_22,Salmonella phage SSU5,JQ965645,Outlier,n.a.,1N2,108,Salmonella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
659,vOTU_220,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1718,vOTU_221,n.a.,n.a.,Clustered,VC_1388_0,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1719,vOTU_222,n.a.,n.a.,Clustered,VC_1371_0,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1417,vOTU_223,Stx converting phage vB_EcoS_P27,KU238067,Outlier,n.a.,1N2,51,Unspecified,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1418,vOTU_224,Clostridium phage phiCT453B,KM983328,Outlier,n.a.,1N1,11,Clostridium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1419,vOTU_225,Escherichia phage vB_EcoM_ECOO78,KY705409,Outlier,n.a.,1N1,2,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1689,vOTU_226,Escherichia phage RCS47,FO818745,Clustered,VC_1370_0,3C1,2,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified,Punavirus
1205,vOTU_227,Burkholderia phage phiE255,CP000622,Clustered,VC_176_0,1C2,48,Burkholderia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified,Bcepmuvirus
1420,vOTU_228,Enterococcus phage vB_EfaS_IME197,KT945994,Outlier,n.a.,1N4,14,Enterococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1580,vOTU_229,Escherichia phage D6,MF356679,Clustered,VC_1367_0,2C1,12,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified,Punavirus
1206,vOTU_23,Bifidobacterium phage Bbif-1,GQ141189,Clustered,VC_802_0,1N5,19,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1581,vOTU_230,Escherichia phage phiv205-1,MN340231,Clustered,VC_1378_0,2N3,3,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1720,vOTU_231,n.a.,n.a.,Clustered,VC_1387_0,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
660,vOTU_232,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1421,vOTU_233,Klebsiella phage ST405-OXA48phi1.3,MK416008,Outlier,n.a.,1N1,29,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1207,vOTU_234,Salmonella phage FSLSP004,KC139521,Clustered,VC_4_0,1C1,70,Salmonella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Peduovirinae,Stockinghallvirus
1208,vOTU_235,Escherichia phage Henu7,LR881103,Clustered,VC_961_0,1C1,31,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Tempevirinae,Henuseptimavirus
1582,vOTU_236,Streptococcus phage IPP61,KY065497,Clustered,VC_1364_0,2N4,4,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1209,vOTU_237,Faecalibacterium phage FP_Lugh,MG711464,Clustered,VC_561_0,1C1,12,Faecalibacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Lughvirus
1210,vOTU_238,Bifidobacterium phage Bbif-1,GQ141189,Clustered,VC_804_0,1N6,4,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
661,vOTU_239,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
662,vOTU_24,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1211,vOTU_240,Streptococcus phage IPP61,KY065497,Clustered,VC_246_0,1N6,13,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
663,vOTU_241,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
664,vOTU_242,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1583,vOTU_243,Escherichia phage D6,MF356679,Clustered,VC_450_0,2C1,7,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified,Punavirus
1422,vOTU_244,Enterobacteria phage cdtI,AB285204,Outlier,n.a.,1N1,63,Enterobacteria,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1423,vOTU_245,Klebsiella phage Kp4865-4,OK490419,Outlier,n.a.,1N1,26,Klebsiella,Unclassified,Unclassified,n.a.,n.a.,n.a.,n.a.,O,O,O
665,vOTU_246,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1212,vOTU_247,Streptococcus phage phi-SsuFJNP8_rum,MN270261,Clustered,VC_1323_0,1N2,2,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1584,vOTU_248,Bifidobacterium phage Bbif-1,GQ141189,Clustered/Singleton,VC_805_0,2N2,7,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1424,vOTU_249,Burkholderia phage BcepMu,AY539836,Outlier,n.a.,1N2,39,Burkholderia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1585,vOTU_25,Bifidobacterium phage BigBern1,MT006237,Clustered,VC_1336_0,2C1,17,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
1425,vOTU_250,Bifidobacterium phage BadAztec1,MT006233,Outlier,n.a.,1N1,31,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1426,vOTU_251,Klebsiella phage ST405-OXA48phi1.2,MK416007,Outlier,n.a.,1N1,44,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1213,vOTU_252,Bifidobacterium phage Bbif-1,GQ141189,Clustered,VC_800_0,1C1,106,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
1427,vOTU_253,Rothia phage Spartoi,MK061416,Outlier,n.a.,1N2,12,Rothia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1428,vOTU_254,Enterobacteria phage mEp460,JQ182728,Overlap (VC_35/VC_58),n.a.,1N2,47,Enterobacteria,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
666,vOTU_255,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1429,vOTU_256,Clostridium phage phiMMP04,JX145342,Outlier,n.a.,1N1,11,Clostridium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
667,vOTU_257,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1430,vOTU_258,Yersinia phage YeP4,MK733262,Outlier,n.a.,1N1,22,Yersinia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1721,vOTU_259,n.a.,n.a.,Clustered,VC_1369_0,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1431,vOTU_26,Streptococcus phage Javan355,MK448738,Outlier,n.a.,1N1,3,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1432,vOTU_260,Klebsiella phage KPP5665-2,MF695815,Outlier,n.a.,1N2,20,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1214,vOTU_261,Klebsiella phage Kp4871-1,OK490430,Clustered,VC_913_0,1N2,25,Klebsiella,Unclassified,Unclassified,n.a.,n.a.,n.a.,n.a.,O,O,O
1433,vOTU_262,Parabacteroides phage PDS1,MN929097,Outlier,n.a.,1N1,31,Parabacteroides,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1722,vOTU_263,n.a.,n.a.,Clustered,VC_1391_0,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1215,vOTU_264,Clostridium phage HM2,LT600745,Clustered,VC_779_0,1C1,11,Clostridium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Salasmaviridae,Unclassified,Unclassified
1648,vOTU_265,Escherichia phage D6,MF356679,Overlap (VC_451/VC_1391),n.a.,2N1,9,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
668,vOTU_266,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1649,vOTU_267,Streptococcus phage IPP61,KY065497,Outlier,n.a.,2N1,2,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1434,vOTU_268,Enterobacteria phage SfV,SFU82619,Overlap (VC_35/VC_58),n.a.,1N2,52,Enterobacteria,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1435,vOTU_269,Klebsiella phage 5 LV-2017,KY271399,Outlier,n.a.,1N1,27,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1436,vOTU_27,Psychrobacillus phage PVJ1,MZ983385,Outlier,n.a.,1N3,12,Psychrobacillus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
669,vOTU_270,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1437,vOTU_271,Rhodococcus phage RRH1,JN116822,Outlier,n.a.,1N6,4,Rhodococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
670,vOTU_272,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
671,vOTU_273,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1216,vOTU_274,Erwinia phage vB_EhrS_49,MH443100,Clustered,VC_206_0,1N1,21,Erwinia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1217,vOTU_275,Klebsiella phage ST13-OXA48phi12.4,MK422450,Clustered,VC_913_0,1N3,16,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1218,vOTU_276,Lactococcus phage bIL311,AF323672,Clustered,VC_309_0,1C1,31,Lactococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
672,vOTU_277,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1723,vOTU_278,n.a.,n.a.,Clustered,VC_1391_0,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
673,vOTU_279,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1438,vOTU_28,Enterobacter phage vB_EclS_CobraSix,OK499971,Overlap (VC_32/VC_33),n.a.,1N1,73,Enterobacter,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
674,vOTU_280,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
675,vOTU_281,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
676,vOTU_282,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1439,vOTU_283,UAG-readthrough crAss clade sp.,MZ130500,Outlier,n.a.,1N1,43,Unspecified,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
677,vOTU_284,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1440,vOTU_285,Escherichia phage phi467,LN997803,Outlier,n.a.,1N1,53,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1650,vOTU_286,Streptococcus phage IPP61,KY065497,Outlier,n.a.,2N1,2,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1219,vOTU_287,Klebsiella phage Kp4871-1,OK490430,Clustered,VC_913_0,1N3,18,Klebsiella,Unclassified,Unclassified,n.a.,n.a.,n.a.,n.a.,O,O,O
1441,vOTU_288,Lactococcus phage bIL312,AF323673,Outlier,n.a.,1N1,18,Lactococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
678,vOTU_289,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1442,vOTU_29,Klebsiella phage Kp4864-1,OK490416,Overlap (VC_32/VC_33),n.a.,1N1,90,Klebsiella,Unclassified,Unclassified,n.a.,n.a.,n.a.,n.a.,O,O,O
1690,vOTU_290,Stx2-converting phage Stx2a_1447,AP012536,Clustered,VC_1389_0,3C1,9,Unspecified,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Sawaravirus
679,vOTU_291,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1220,vOTU_292,Streptococcus phage IPP61,KY065497,Clustered,VC_246_0,1N3,23,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
680,vOTU_293,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1443,vOTU_294,Klebsiella phage vB_Kpn_Chronis,MN013086,Overlap (VC_63/VC_436),n.a.,1N1,47,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
681,vOTU_295,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1651,vOTU_296,Escherichia phage P1,AF234173,Outlier,n.a.,2N1,5,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1444,vOTU_297,Clostridium phage phiMMP04,JX145342,Outlier,n.a.,1N3,9,Clostridium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1445,vOTU_298,Escherichia virus Lambda_4C10,LR595861,Outlier,n.a.,1N1,61,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1724,vOTU_299,n.a.,n.a.,Clustered,VC_1387_0,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1221,vOTU_3,Riemerella phage RAP44,HQ396194,Clustered,VC_863_0,1N2,3,Riemerella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1691,vOTU_30,Streptococcus phage phi-SsuFJNP8_rum,MN270261,Clustered,VC_1381_0,3C1,2,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
682,vOTU_300,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
683,vOTU_301,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
684,vOTU_302,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1446,vOTU_303,Ruminococcus phage phiRg507T2_3,MT980837,Outlier,n.a.,1N1,5,Ruminococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
685,vOTU_304,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
686,vOTU_305,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1586,vOTU_306,Streptococcus phage IPP61,KY065497,Clustered,VC_1364_0,2C1,15,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
687,vOTU_307,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1222,vOTU_308,Bifidobacterium phage PMBT6,MH444512,Clustered,VC_1268_0,1N9,2,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
688,vOTU_309,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1223,vOTU_31,Escherichia phage PHB10,MK524177,Clustered,VC_38_0,1C1,62,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
1587,vOTU_310,Escherichia phage RCS47,FO818745,Clustered,VC_1370_0,2N8,1,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1725,vOTU_311,n.a.,n.a.,Clustered,VC_1371_0,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
689,vOTU_312,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1447,vOTU_313,Bifidobacterium phage Bbif-1,GQ141189,Outlier,n.a.,1N2,26,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
690,vOTU_314,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1652,vOTU_315,Bifidobacterium phage Bbif-1,GQ141189,Outlier,n.a.,2N1,4,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1448,vOTU_316,Enterococcus phage EFC-1,KJ608188,Outlier,n.a.,1N1,5,Enterococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1224,vOTU_317,Klebsiella phage ST16-OXA48phi5.1,MK416013,Clustered,VC_677_0,1N2,27,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1449,vOTU_318,Stx2a-converting phage Stx2_12E129_yecE,LC567842,Outlier,n.a.,1N1,43,Unspecified,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
691,vOTU_319,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1225,vOTU_32,Winogradskyella phage Peternella_1,MT732475,Clustered,VC_1328_0,1N1,8,Winogradskyella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
692,vOTU_320,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
693,vOTU_321,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
694,vOTU_322,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1226,vOTU_323,Gordonia phage EpicDab,MK660712,Clustered,VC_899_0,1N6,4,Gordonia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1227,vOTU_324,Bifidobacterium phage PMBT6,MH444512,Clustered,VC_1268_0,1N1,19,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1450,vOTU_325,Solobacterium phage SMO_1P,MZ503613,Outlier,n.a.,1N2,8,Solobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
695,vOTU_326,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1588,vOTU_327,Riemerella phage RAP44,HQ396194,Clustered,VC_863_0,2C1,10,Riemerella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
696,vOTU_328,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
