ViralOTU	Closer	Accession	Status	VC	Level	Weight	Host	BaltimoreGroup	Realm	Kingdom	Phylum	Class	Order	Family	Subfamily	Genus
vOTU_228	Enterococcus phage vB_EfaS_IME197	KT945994	Outlier	n.a.	1N4	14	Enterococcus	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_229	Escherichia phage D6	MF356679	Clustered	VC_1367_0	2C1	12	Escherichia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Unclassified	Punavirus
vOTU_23	Bifidobacterium phage Bbif-1	GQ141189	Clustered	VC_802_0	1N5	19	Bifidobacterium	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_230	Escherichia phage phiv205-1	MN340231	Clustered	VC_1378_0	2N3	3	Escherichia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_231	n.a.	n.a.	Clustered	VC_1387_0	F	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_232	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_233	Klebsiella phage ST405-OXA48phi1.3	MK416008	Outlier	n.a.	1N1	29	Klebsiella	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_234	Salmonella phage FSLSP004	KC139521	Clustered	VC_4_0	1C1	70	Salmonella	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Peduovirinae	Stockinghallvirus
vOTU_235	Escherichia phage Henu7	LR881103	Clustered	VC_961_0	1C1	31	Escherichia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Tempevirinae	Henuseptimavirus
vOTU_236	Streptococcus phage IPP61	KY065497	Clustered	VC_1364_0	2N4	4	Streptococcus	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_237	Faecalibacterium phage FP_Lugh	MG711464	Clustered	VC_561_0	1C1	12	Faecalibacterium	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Unclassified	Lughvirus
vOTU_238	Bifidobacterium phage Bbif-1	GQ141189	Clustered	VC_804_0	1N6	4	Bifidobacterium	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_239	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_24	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_240	Streptococcus phage IPP61	KY065497	Clustered	VC_246_0	1N6	13	Streptococcus	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_241	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_242	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_243	Escherichia phage D6	MF356679	Clustered	VC_450_0	2C1	7	Escherichia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Unclassified	Punavirus
vOTU_244	Enterobacteria phage cdtI	AB285204	Outlier	n.a.	1N1	63	Enterobacteria	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_245	Klebsiella phage Kp4865-4	OK490419	Outlier	n.a.	1N1	26	Klebsiella	Unclassified	Unclassified	n.a.	n.a.	n.a.	n.a.	O	O	O
vOTU_246	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_247	Streptococcus phage phi-SsuFJNP8_rum	MN270261	Clustered	VC_1323_0	1N2	2	Streptococcus	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_248	Bifidobacterium phage Bbif-1	GQ141189	Clustered/Singleton	VC_805_0	2N2	7	Bifidobacterium	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_249	Burkholderia phage BcepMu	AY539836	Outlier	n.a.	1N2	39	Burkholderia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_25	Bifidobacterium phage BigBern1	MT006237	Clustered	VC_1336_0	2C1	17	Bifidobacterium	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Unclassified	Unclassified
vOTU_250	Bifidobacterium phage BadAztec1	MT006233	Outlier	n.a.	1N1	31	Bifidobacterium	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_251	Klebsiella phage ST405-OXA48phi1.2	MK416007	Outlier	n.a.	1N1	44	Klebsiella	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_252	Bifidobacterium phage Bbif-1	GQ141189	Clustered	VC_800_0	1C1	106	Bifidobacterium	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Unclassified	Unclassified
vOTU_253	Rothia phage Spartoi	MK061416	Outlier	n.a.	1N2	12	Rothia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_254	Enterobacteria phage mEp460	JQ182728	Overlap (VC_35/VC_58)	n.a.	1N2	47	Enterobacteria	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_255	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_256	Clostridium phage phiMMP04	JX145342	Outlier	n.a.	1N1	11	Clostridium	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_257	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_258	Yersinia phage YeP4	MK733262	Outlier	n.a.	1N1	22	Yersinia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_259	n.a.	n.a.	Clustered	VC_1369_0	F	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_26	Streptococcus phage Javan355	MK448738	Outlier	n.a.	1N1	3	Streptococcus	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_260	Klebsiella phage KPP5665-2	MF695815	Outlier	n.a.	1N2	20	Klebsiella	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_261	Klebsiella phage Kp4871-1	OK490430	Clustered	VC_913_0	1N2	25	Klebsiella	Unclassified	Unclassified	n.a.	n.a.	n.a.	n.a.	O	O	O
vOTU_262	Parabacteroides phage PDS1	MN929097	Outlier	n.a.	1N1	31	Parabacteroides	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_263	n.a.	n.a.	Clustered	VC_1391_0	F	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_264	Clostridium phage HM2	LT600745	Clustered	VC_779_0	1C1	11	Clostridium	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Salasmaviridae	Unclassified	Unclassified
vOTU_265	Escherichia phage D6	MF356679	Overlap (VC_451/VC_1391)	n.a.	2N1	9	Escherichia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_266	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_267	Streptococcus phage IPP61	KY065497	Outlier	n.a.	2N1	2	Streptococcus	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_268	Enterobacteria phage SfV	SFU82619	Overlap (VC_35/VC_58)	n.a.	1N2	52	Enterobacteria	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_269	Klebsiella phage 5 LV-2017	KY271399	Outlier	n.a.	1N1	27	Klebsiella	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_27	Psychrobacillus phage PVJ1	MZ983385	Outlier	n.a.	1N3	12	Psychrobacillus	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_270	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_271	Rhodococcus phage RRH1	JN116822	Outlier	n.a.	1N6	4	Rhodococcus	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_272	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_273	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_274	Erwinia phage vB_EhrS_49	MH443100	Clustered	VC_206_0	1N1	21	Erwinia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_275	Klebsiella phage ST13-OXA48phi12.4	MK422450	Clustered	VC_913_0	1N3	16	Klebsiella	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_276	Lactococcus phage bIL311	AF323672	Clustered	VC_309_0	1C1	31	Lactococcus	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Unclassified	Unclassified
vOTU_277	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_278	n.a.	n.a.	Clustered	VC_1391_0	F	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_279	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_28	Enterobacter phage vB_EclS_CobraSix	OK499971	Overlap (VC_32/VC_33)	n.a.	1N1	73	Enterobacter	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_280	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_281	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_282	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_283	UAG-readthrough crAss clade sp.	MZ130500	Outlier	n.a.	1N1	43	Unspecified	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_284	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_285	Escherichia phage phi467	LN997803	Outlier	n.a.	1N1	53	Escherichia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_286	Streptococcus phage IPP61	KY065497	Outlier	n.a.	2N1	2	Streptococcus	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_287	Klebsiella phage Kp4871-1	OK490430	Clustered	VC_913_0	1N3	18	Klebsiella	Unclassified	Unclassified	n.a.	n.a.	n.a.	n.a.	O	O	O
vOTU_288	Lactococcus phage bIL312	AF323673	Outlier	n.a.	1N1	18	Lactococcus	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_289	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_29	Klebsiella phage Kp4864-1	OK490416	Overlap (VC_32/VC_33)	n.a.	1N1	90	Klebsiella	Unclassified	Unclassified	n.a.	n.a.	n.a.	n.a.	O	O	O
vOTU_290	Stx2-converting phage Stx2a_1447	AP012536	Clustered	VC_1389_0	3C1	9	Unspecified	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Unclassified	Sawaravirus
vOTU_291	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_292	Streptococcus phage IPP61	KY065497	Clustered	VC_246_0	1N3	23	Streptococcus	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_293	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_294	Klebsiella phage vB_Kpn_Chronis	MN013086	Overlap (VC_63/VC_436)	n.a.	1N1	47	Klebsiella	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_295	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_296	Escherichia phage P1	AF234173	Outlier	n.a.	2N1	5	Escherichia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_297	Clostridium phage phiMMP04	JX145342	Outlier	n.a.	1N3	9	Clostridium	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_298	Escherichia virus Lambda_4C10	LR595861	Outlier	n.a.	1N1	61	Escherichia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_299	n.a.	n.a.	Clustered	VC_1387_0	F	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_3	Riemerella phage RAP44	HQ396194	Clustered	VC_863_0	1N2	3	Riemerella	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_30	Streptococcus phage phi-SsuFJNP8_rum	MN270261	Clustered	VC_1381_0	3C1	2	Streptococcus	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Unclassified	Unclassified
vOTU_300	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_301	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_302	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_303	Ruminococcus phage phiRg507T2_3	MT980837	Outlier	n.a.	1N1	5	Ruminococcus	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_304	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_305	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_306	Streptococcus phage IPP61	KY065497	Clustered	VC_1364_0	2C1	15	Streptococcus	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Unclassified	Unclassified
vOTU_307	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_308	Bifidobacterium phage PMBT6	MH444512	Clustered	VC_1268_0	1N9	2	Bifidobacterium	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_309	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_31	Escherichia phage PHB10	MK524177	Clustered	VC_38_0	1C1	62	Escherichia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Unclassified	Unclassified
vOTU_310	Escherichia phage RCS47	FO818745	Clustered	VC_1370_0	2N8	1	Escherichia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_311	n.a.	n.a.	Clustered	VC_1371_0	F	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_312	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_313	Bifidobacterium phage Bbif-1	GQ141189	Outlier	n.a.	1N2	26	Bifidobacterium	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_314	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_315	Bifidobacterium phage Bbif-1	GQ141189	Outlier	n.a.	2N1	4	Bifidobacterium	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_316	Enterococcus phage EFC-1	KJ608188	Outlier	n.a.	1N1	5	Enterococcus	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_317	Klebsiella phage ST16-OXA48phi5.1	MK416013	Clustered	VC_677_0	1N2	27	Klebsiella	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_318	Stx2a-converting phage Stx2_12E129_yecE	LC567842	Outlier	n.a.	1N1	43	Unspecified	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_319	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_32	Winogradskyella phage Peternella_1	MT732475	Clustered	VC_1328_0	1N1	8	Winogradskyella	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_320	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_321	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_322	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_323	Gordonia phage EpicDab	MK660712	Clustered	VC_899_0	1N6	4	Gordonia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_324	Bifidobacterium phage PMBT6	MH444512	Clustered	VC_1268_0	1N1	19	Bifidobacterium	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_325	Solobacterium phage SMO_1P	MZ503613	Outlier	n.a.	1N2	8	Solobacterium	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_326	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_327	Riemerella phage RAP44	HQ396194	Clustered	VC_863_0	2C1	10	Riemerella	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Unclassified	Unclassified
vOTU_328	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_329	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_33	n.a.	n.a.	Clustered	VC_1374_0	F	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_330	Klebsiella phage ST899-OXA48phi17.2	MK433583	Outlier	n.a.	1N1	31	Klebsiella	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_331	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_332	Ruminococcus phage phiRgPS_6	MT980839	Outlier	n.a.	1N3	2	Ruminococcus	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_333	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_334	Escherichia phage D6	MF356679	Clustered	VC_1367_0	2C1	10	Escherichia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Unclassified	Punavirus
vOTU_335	Enterobacter phage vB_EclS_CobraSix	OK499971	Clustered	VC_678_0	1N1	16	Enterobacter	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_336	Stx2-converting phage Stx2a_1447	AP012536	Clustered	VC_450_0	1N15	2	Unspecified	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_337	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_338	Streptococcus phage phi-SsuFJNP8_rum	MN270261	Clustered	VC_1392_0	3N3	2	Streptococcus	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_339	n.a.	n.a.	Clustered	VC_1379_0	F	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_34	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_340	Bifidobacterium phage BigBern1	MT006237	Outlier	n.a.	1N1	6	Bifidobacterium	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_341	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_342	Bifidobacterium phage BigBern1	MT006237	Clustered	VC_1393_0	2N1	11	Bifidobacterium	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_343	Butyrivibrio virus Idris	MN882554	Outlier	n.a.	1N1	8	Butyrivibrio	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_344	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_345	Erwinia phage EtG	MF276773	Outlier	n.a.	1N1	61	Erwinia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_346	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_347	n.a.	n.a.	Clustered	VC_1394_0	F	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_348	Gordonia phage EpicDab	MK660712	Clustered	VC_899_0	2C1	25	Gordonia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Unclassified	Unclassified
vOTU_349	Gordonia phage EpicDab	MK660712	Clustered	VC_899_0	1N6	4	Gordonia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_35	Escherichia phage D6	MF356679	Clustered	VC_450_0	2C1	6	Escherichia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Unclassified	Punavirus
vOTU_350	Escherichia phage 204576	CP025907	Clustered	VC_55_0	1N1	19	Escherichia	Unclassified	Unclassified	n.a.	n.a.	n.a.	n.a.	O	O	O
vOTU_351	Cronobacter phage ENT39118	HQ201307	Outlier	n.a.	1N1	22	Cronobacter	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_352	Escherichia phage Lambda_ev017	LR597643	Outlier	n.a.	1N1	51	Escherichia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_353	Enterobacteria phage P4	X51522	Outlier	n.a.	2N1	3	Enterobacteria	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_354	Stx2-converting phage Stx2a_1447	AP012536	Clustered	VC_450_0	2C1	8	Unspecified	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Unclassified	Sawaravirus
vOTU_355	Arthrobacter phage Jessica	KT355473	Outlier	n.a.	1N6	4	Arthrobacter	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
