,Scaffold,Closer,Accession,Status,VC,Level,Weight,Host,BaltimoreGroup,Realm,Kingdom,Phylum,Class,Order,Family,Subfamily,Genus
667,vOTU_251,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
668,vOTU_252,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1432,vOTU_253,Clostridium phage phiMMP04,JX145342,Outlier,n.a.,1N1,11,Clostridium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
669,vOTU_254,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1433,vOTU_255,Yersinia phage YeP4,MK733262,Outlier,n.a.,1N1,22,Yersinia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1716,vOTU_256,n.a.,n.a.,Clustered,VC_1393_0,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1434,vOTU_257,Klebsiella phage KPP5665-2,MF695815,Outlier,n.a.,1N2,20,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1212,vOTU_258,Klebsiella phage Kp4871-1,OK490430,Clustered,VC_914_0,1N2,25,Klebsiella,Unclassified,Unclassified,n.a.,n.a.,n.a.,n.a.,O,O,O
1435,vOTU_259,Parabacteroides phage PDS1,MN929097,Outlier,n.a.,1N1,31,Parabacteroides,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1436,vOTU_26,Enterobacter phage vB_EclS_CobraSix,OK499971,Overlap (VC_32/VC_33),n.a.,1N1,73,Enterobacter,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1213,vOTU_260,Clostridium phage HM2,LT600745,Clustered,VC_782_0,1C1,11,Clostridium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Salasmaviridae,Unclassified,Unclassified
1581,vOTU_261,Escherichia phage P1,AF234173,Clustered,VC_1392_0,2N3,5,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1633,vOTU_262,Escherichia phage RCS47,FO818745,Outlier,n.a.,2N1,3,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
670,vOTU_263,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1634,vOTU_264,Streptococcus phage IPP61,KY065497,Outlier,n.a.,2N1,2,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1437,vOTU_265,Klebsiella phage 5 LV-2017,KY271399,Outlier,n.a.,1N1,27,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
671,vOTU_266,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1438,vOTU_267,Rhodococcus phage RRH1,JN116822,Outlier,n.a.,1N6,4,Rhodococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
672,vOTU_268,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1439,vOTU_269,Erwinia phage vB_EhrS_49,MH443100,Outlier,n.a.,1N1,21,Erwinia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1440,vOTU_27,Klebsiella phage Kp4864-1,OK490416,Overlap (VC_32/VC_33),n.a.,1N1,90,Klebsiella,Unclassified,Unclassified,n.a.,n.a.,n.a.,n.a.,O,O,O
673,vOTU_270,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1214,vOTU_271,Klebsiella phage ST13-OXA48phi12.4,MK422450,Clustered,VC_914_0,1N3,16,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1215,vOTU_272,Lactococcus phage bIL311,AF323672,Clustered,VC_309_0,1C2,31,Lactococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
674,vOTU_273,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1717,vOTU_274,n.a.,n.a.,Clustered,VC_1394_0,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
675,vOTU_275,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
676,vOTU_276,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
677,vOTU_277,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
678,vOTU_278,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1441,vOTU_279,UAG-readthrough crAss clade sp.,MZ130500,Outlier,n.a.,1N1,43,Unspecified,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1689,vOTU_28,Streptococcus phage IPP61,KY065497,Clustered,VC_1381_0,5C1,2,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
679,vOTU_280,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1442,vOTU_281,Escherichia phage phi467,LN997803,Outlier,n.a.,1N1,53,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1635,vOTU_282,Streptococcus phage IPP61,KY065497,Outlier,n.a.,2N1,2,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1216,vOTU_283,Klebsiella phage Kp4871-1,OK490430,Clustered,VC_914_0,1N3,18,Klebsiella,Unclassified,Unclassified,n.a.,n.a.,n.a.,n.a.,O,O,O
1217,vOTU_284,Lactococcus phage bIL312,AF323673,Clustered,VC_307_0,1C1,18,Lactococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
1443,vOTU_285,Lactococcus phage P656,MN552149,Outlier,n.a.,1N1,12,Lactococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
680,vOTU_286,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1669,vOTU_287,Stx2-converting phage Stx2a_1447,AP012536,Clustered,VC_1390_0,3C1,9,Unspecified,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Sawaravirus
681,vOTU_288,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1218,vOTU_289,Streptococcus phage IPP61,KY065497,Clustered,VC_243_0,1N3,23,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1219,vOTU_29,Escherichia phage PHB10,MK524177,Clustered,VC_38_0,1C1,62,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
1444,vOTU_290,Klebsiella phage vB_Kpn_Chronis,MN013086,Overlap (VC_285/VC_436),n.a.,1N1,47,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1636,vOTU_291,Escherichia phage phiv205-1,MN340231,Overlap (VC_452/VC_1153/VC_1379/VC_1392),n.a.,2N1,7,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
682,vOTU_292,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1637,vOTU_293,Escherichia phage P1,AF234173,Outlier,n.a.,2N1,5,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1445,vOTU_294,Clostridium phage phiMMP04,JX145342,Outlier,n.a.,1N3,9,Clostridium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1446,vOTU_295,Escherichia virus Lambda_4C10,LR595861,Outlier,n.a.,1N1,61,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1718,vOTU_296,n.a.,n.a.,Clustered,VC_1388_0,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
683,vOTU_297,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
684,vOTU_298,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1447,vOTU_299,Ruminococcus phage phiRg507T2_3,MT980837,Outlier,n.a.,1N1,5,Ruminococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1220,vOTU_3,Riemerella phage RAP44,HQ396194,Clustered,VC_864_0,1N2,3,Riemerella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1719,vOTU_30,n.a.,n.a.,Clustered,VC_1371_0,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
685,vOTU_300,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
686,vOTU_301,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1582,vOTU_302,Streptococcus phage IPP61,KY065497,Clustered,VC_1363_0,2C1,15,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
687,vOTU_303,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1221,vOTU_304,Bifidobacterium phage PMBT6,MH444512,Clustered,VC_1270_0,1N8,2,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
688,vOTU_305,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1583,vOTU_306,Escherichia phage RCS47,FO818745,Clustered,VC_1368_0,2N8,1,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1720,vOTU_307,n.a.,n.a.,Clustered,VC_1369_0,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
689,vOTU_308,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1448,vOTU_309,Bifidobacterium phage Bbif-1,GQ141189,Outlier,n.a.,1N2,26,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
690,vOTU_31,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
691,vOTU_310,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1638,vOTU_311,Bifidobacterium phage Bbif-1,GQ141189,Outlier,n.a.,2N1,3,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1222,vOTU_312,Klebsiella phage ST16-OXA48phi5.1,MK416013,Clustered,VC_678_0,1N2,27,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1449,vOTU_313,Stx2a-converting phage Stx2_12E129_yecE,LC567842,Outlier,n.a.,1N1,43,Unspecified,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
692,vOTU_314,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
693,vOTU_315,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
694,vOTU_316,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
695,vOTU_317,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1223,vOTU_318,Gordonia phage EpicDab,MK660712,Clustered,VC_900_0,1N6,4,Gordonia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1224,vOTU_319,Bifidobacterium phage PMBT6,MH444512,Clustered,VC_1270_0,1N1,19,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1639,vOTU_32,Escherichia phage P1,AF234173,Overlap (VC_452/VC_1153/VC_1379/VC_1392),n.a.,2C1,3,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified,O
1450,vOTU_320,Solobacterium phage SMO_1P,MZ503613,Outlier,n.a.,1N2,8,Solobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
696,vOTU_321,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1584,vOTU_322,Riemerella phage RAP44,HQ396194,Clustered,VC_864_0,2C1,10,Riemerella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
697,vOTU_323,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
698,vOTU_324,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
699,vOTU_325,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1451,vOTU_326,Klebsiella phage ST899-OXA48phi17.2,MK433583,Outlier,n.a.,1N1,31,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
700,vOTU_327,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1452,vOTU_328,Ruminococcus phage phiRgPS_6,MT980839,Outlier,n.a.,1N3,2,Ruminococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
701,vOTU_329,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1225,vOTU_33,Bifidobacterium phage BigBern1,MT006237,Clustered,VC_805_0,1C2,16,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
1640,vOTU_330,Escherichia phage phiv205-1,MN340231,Overlap (VC_452/VC_1153/VC_1373/VC_1379/VC_1392),n.a.,2N1,10,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1226,vOTU_331,Enterobacter phage vB_EclS_CobraSix,OK499971,Clustered,VC_679_0,1N1,16,Enterobacter,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1227,vOTU_332,Stx2-converting phage Stx2a_1447,AP012536,Clustered,VC_451_0,1N14,2,Unspecified,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
702,vOTU_333,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1690,vOTU_334,Streptococcus phage IPP61,KY065497,Clustered,VC_1395_0,5N3,2,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1721,vOTU_335,n.a.,n.a.,Clustered,VC_1380_0,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1453,vOTU_336,Bifidobacterium phage BigBern1,MT006237,Outlier,n.a.,1N1,6,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
703,vOTU_337,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1585,vOTU_338,Bifidobacterium phage BigBern1,MT006237,Clustered,VC_1396_0,2N1,11,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1454,vOTU_339,Butyrivibrio virus Idris,MN882554,Outlier,n.a.,1N1,8,Butyrivibrio,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1455,vOTU_34,Roseburia phage Jekyll,LR596902,Overlap (VC_563/VC_779/VC_1148),n.a.,1N1,7,Roseburia,Unclassified,Unclassified,n.a.,n.a.,n.a.,n.a.,O,O,O
704,vOTU_340,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1456,vOTU_341,Erwinia phage EtG,MF276773,Outlier,n.a.,1N1,61,Erwinia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
705,vOTU_342,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1722,vOTU_343,n.a.,n.a.,Clustered,VC_1397_0,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1586,vOTU_344,Gordonia phage EpicDab,MK660712,Clustered,VC_900_0,2C1,25,Gordonia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
1228,vOTU_345,Escherichia phage 204576,CP025907,Clustered,VC_55_0,1N1,19,Escherichia,Unclassified,Unclassified,n.a.,n.a.,n.a.,n.a.,O,O,O
1229,vOTU_346,Gordonia phage EpicDab,MK660712,Clustered,VC_900_0,1N6,4,Gordonia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1457,vOTU_347,Cronobacter phage ENT39118,HQ201307,Outlier,n.a.,1N1,22,Cronobacter,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1458,vOTU_348,Escherichia phage Lambda_ev017,LR597643,Outlier,n.a.,1N1,51,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1641,vOTU_349,Enterobacteria phage P4,X51522,Outlier,n.a.,2N1,3,Enterobacteria,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
706,vOTU_35,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
707,vOTU_350,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1587,vOTU_351,Stx2-converting phage Stx2a_1447,AP012536,Clustered,VC_451_0,2C1,8,Unspecified,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Sawaravirus
1459,vOTU_352,Arthrobacter phage Jessica,KT355473,Outlier,n.a.,1N6,4,Arthrobacter,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
708,vOTU_353,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1460,vOTU_354,Lactococcus phage 56701,KX456209,Outlier,n.a.,1N1,6,Lactococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
709,vOTU_355,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
710,vOTU_356,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1763,vOTU_357,n.a.,n.a.,Outlier,n.a.,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
711,vOTU_358,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1461,vOTU_359,Klebsiella phage 020009,CP038007,Outlier,n.a.,1N1,24,Klebsiella,Unclassified,Unclassified,n.a.,n.a.,n.a.,n.a.,O,O,O
1462,vOTU_36,UAG-readthrough crAss clade sp.,MZ130495,Outlier,n.a.,1N1,77,Unspecified,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1230,vOTU_360,Streptococcus phage phi-SsuZKB4_rum,MN270279,Clustered,VC_1325_0,1N2,17,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1463,vOTU_361,Pectobacterium phage DU_PP_III,MF979562,Outlier,n.a.,1N1,1,Pectobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1231,vOTU_362,Butyrivibrio virus Idris,MN882554,Clustered,VC_692_0,1N2,5,Butyrivibrio,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1232,vOTU_363,Klebsiella phage ST13-OXA48phi12.1,MK422453,Clustered,VC_675_0,1N1,36,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
712,vOTU_364,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1464,vOTU_365,Escherichia phage CMS-2020a,CP053388,Outlier,n.a.,1N2,33,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
713,vOTU_366,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1588,vOTU_367,Streptococcus phage IPP61,KY065497,Clustered,VC_1363_0,2C2,8,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
714,vOTU_368,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
715,vOTU_369,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1233,vOTU_37,Enterococcus phage SEsuP-1,MZ333458,Clustered/Singleton,VC_242_0,1N1,53,Enterococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1589,vOTU_370,Bacillus phage Carmen17,MG784342,Clustered,VC_322_0,2C1,3,Bacillus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Gutmannvirinae,Carmenvirus
716,vOTU_371,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1674,vOTU_372,Streptococcus phage IPP61,KY065497,Outlier,n.a.,3N2,1,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1234,vOTU_373,Escherichia phage P1,AF234173,Clustered,VC_286_0,1N11,2,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1465,vOTU_374,Escherichia phage D6,MF356679,Overlap (VC_452/VC_1153/VC_1392),n.a.,1N11,1,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
717,vOTU_375,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1466,vOTU_376,Acinetobacter phage MD-2021a,CAKLQH010000004,Outlier,n.a.,1N1,1,Acinetobacter,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1723,vOTU_377,n.a.,n.a.,Clustered,VC_1398_0,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
